,sgID,CRISPRoff-Rep1,CRISPRoff Rep2,CRISPRoff mut Rep1,CRISPRoff mut Rep2,gene,source_A,CRISPRoff_average,mutant_average,CpG,hit_and_run_hit,mutant_hit
9295,GPKOW_-_48980022.23-P1P2|GPKOW_-_48979874.23-P1P2,-0.393250371,-0.41832469,-0.03142291,-0.016155164,GPKOW,empirical,-0.40578753,-0.023789037,VERDADERO,VERDADERO,FALSO
6919,EXOC5_+_57735449.23-P1P2|EXOC5_+_57735310.23-P1P2,-0.433352018,-0.377892601,0.032513513,0.011283971,EXOC5,empirical,-0.40562231,0.021898742,VERDADERO,VERDADERO,FALSO
14079,ZNF142_-_219524132.23-P1P2|ZNF142_+_219524317.23-P1P2,-0.410425992,-0.39952054,0.008669051,0.021709961,ZNF142,predicted,-0.404973266,0.015189506,VERDADERO,VERDADERO,FALSO
15405,C8orf34_+_69243263.23-P1P2|C8orf34_-_69243224.23-P1P2,-0.802039453,-0.007422164,0.043327808,-0.070525306,C8orf34,predicted,-0.404730809,-0.013598749,VERDADERO,VERDADERO,FALSO
64,CENPA_-_27008942.23-P2|CENPA_-_27008960.23-P2,-0.425317264,-0.38310353,-0.257283713,-0.258508098,CENPA,gamma,-0.404210397,-0.257895905,VERDADERO,VERDADERO,VERDADERO
17163,MRPS18A_+_43655465.23-P1P2|MRPS18A_-_43655340.23-P1P2,-0.458185006,-0.349060272,-0.059637891,-0.096302208,MRPS18A,empirical,-0.403622639,-0.077970049,VERDADERO,VERDADERO,FALSO
510,ZNHIT6_-_86174058.23-P1P2|ZNHIT6_+_86173852.23-P1P2,-0.436763554,-0.370379259,-0.23651567,-0.273284767,ZNHIT6,gamma,-0.403571407,-0.254900219,VERDADERO,VERDADERO,VERDADERO
14792,TOP3A_+_18218267.23-P1P2|TOP3A_+_18218270.23-P1P2,-0.419158331,-0.385881594,-0.058461363,-0.060881183,TOP3A,empirical,-0.402519963,-0.059671273,VERDADERO,VERDADERO,FALSO
20690,SLC38A6_+_61447927.23-P1P2|SLC38A6_-_61447946.23-P1P2,-0.381827595,-0.422822222,-0.045392513,-0.084800083,SLC38A6,empirical,-0.402324909,-0.065096298,VERDADERO,VERDADERO,FALSO
12901,POLR3C_+_145610849.23-P1P2|POLR3C_+_145610846.23-P1P2,-0.379510681,-0.424531695,-0.006992363,0.011863504,POLR3C,predicted,-0.402021188,0.002435571,VERDADERO,VERDADERO,FALSO
17848,MRPS16_+_75012360.23-P1P2|MRPS16_-_75012351.23-P1P2,-0.386273915,-0.417408334,-0.011655935,-0.004199381,MRPS16,empirical,-0.401841125,-0.007927658,VERDADERO,VERDADERO,FALSO
20672,CFL1_+_65625628.23-P1P2|CFL1_-_65625654.23-P1P2,-0.444245395,-0.358605152,-0.164598023,-0.112918887,CFL1,empirical,-0.401425274,-0.138758455,VERDADERO,VERDADERO,FALSO
1171,GTF3C2_-_27579592.23-P1P2|GTF3C2_+_27579604.23-P1P2,-0.46963004,-0.332245062,0.017425637,0.033685496,GTF3C2,empirical,-0.400937551,0.025555567,VERDADERO,VERDADERO,FALSO
18497,GRIK1_-_31311976.23-P1P2|GRIK1_-_31311963.23-P1P2,-0.29475526,-0.50691645,-0.06104087,-0.081980329,GRIK1,predicted,-0.400835855,-0.0715106,VERDADERO,VERDADERO,FALSO
17942,ELAC2_+_12921295.23-P1P2|ELAC2_+_12921308.23-P1P2,-0.426496937,-0.374808637,8.18121E-05,0.010636969,ELAC2,empirical,-0.400652787,0.005359391,VERDADERO,VERDADERO,FALSO
1172,PSMG3_-_1609603.23-P1|PSMG3_+_1609624.23-P1,-0.387757053,-0.413519245,-0.030482229,-0.079149592,PSMG3,empirical,-0.400638149,-0.05481591,VERDADERO,VERDADERO,FALSO
16082,TUBB_+_30688145.23-P1|TUBB_+_30688126.23-P1,-0.349386244,-0.451667936,-0.27252332,-0.32756064,TUBB,empirical,-0.40052709,-0.30004198,VERDADERO,VERDADERO,VERDADERO
7027,TAF1B_+_9983626.23-P1P2|TAF1B_-_9983662.23-P1P2,-0.386837854,-0.413938008,0.022467598,-0.007566738,TAF1B,empirical,-0.400387931,0.00745043,VERDADERO,VERDADERO,FALSO
133,MYBBP1A_-_4458722.23-P1P2|MYBBP1A_+_4458615.23-P1P2,-0.359007748,-0.441001172,-0.241301883,-0.24587622,MYBBP1A,gamma,-0.40000446,-0.243589051,VERDADERO,VERDADERO,VERDADERO
13694,CCDC59_+_82752125.23-P1P2|CCDC59_+_82752145.23-P1P2,-0.364956527,-0.431644796,-0.012291433,-0.031109106,CCDC59,predicted,-0.398300661,-0.021700269,VERDADERO,VERDADERO,FALSO
145,MIS18BP1_+_45722381.23-P1P2|MIS18BP1_+_45722332.23-P1P2,-0.36263216,-0.433571272,-0.361387304,-0.39975937,MIS18BP1,gamma,-0.398101716,-0.380573337,VERDADERO,VERDADERO,VERDADERO
18610,PTGR2_-_74318712.23-P1P2|PTGR2_-_74318707.23-P1P2,-0.4348016,-0.361294079,0.010816919,-0.00369631,PTGR2,empirical,-0.39804784,0.003560304,VERDADERO,VERDADERO,FALSO
6764,SRP9_-_225965560.23-P1P2|SRP9_-_225965515.23-P1P2,-0.396723245,-0.397488632,-0.015868959,-0.041429154,SRP9,empirical,-0.397105938,-0.028649057,VERDADERO,VERDADERO,FALSO
9983,ATP5C1_+_7830168.23-P1P2|ATP5C1_-_7830158.23-P1P2,-0.315122002,-0.478799707,-0.089738167,-0.078386214,ATP5C1,empirical,-0.396960854,-0.084062191,VERDADERO,VERDADERO,FALSO
11301,MRPS36_+_68513602.23-P1P2|MRPS36_+_68513805.23-P1P2,-0.381299888,-0.410827751,-0.202055485,-0.163768735,MRPS36,empirical,-0.396063819,-0.18291211,VERDADERO,VERDADERO,FALSO
13605,ARL2_-_64781999.23-P1P2|ARL2_-_64781781.23-P1P2,-0.37596457,-0.415777087,-0.063048732,-0.055119325,ARL2,empirical,-0.395870828,-0.059084029,VERDADERO,VERDADERO,FALSO
17395,NOC4L_+_132629017.23-P1P2|NOC4L_+_132629052.23-P1P2,-0.32993,-0.461584742,-0.144151137,-0.195809913,NOC4L,empirical,-0.395757371,-0.169980525,VERDADERO,VERDADERO,FALSO
9759,USP5_+_6961501.23-P1|USP5_-_6961346.23-P1,-0.383586793,-0.407914201,-0.07308978,-0.085335321,USP5,empirical,-0.395750497,-0.079212551,VERDADERO,VERDADERO,FALSO
19707,DDOST_+_20987846.23-P1P2|DDOST_-_20987605.23-P1P2,-0.386662641,-0.403305505,0.012253633,0.018807356,DDOST,empirical,-0.394984073,0.015530494,VERDADERO,VERDADERO,FALSO
10613,PPP1CA_+_67168941.23-P1|PPP1CA_+_67168772.23-P1,-0.395709088,-0.392723642,-0.041235094,-0.00813825,PPP1CA,empirical,-0.394216365,-0.024686672,VERDADERO,VERDADERO,FALSO
12595,DUSP8_-_1593467.23-P1P2|DUSP8_+_1593483.23-P1P2,-0.436499173,-0.351901834,-0.049943815,-0.009474501,DUSP8,empirical,-0.394200504,-0.029709158,VERDADERO,VERDADERO,FALSO
10699,NUDT5_-_12237861.23-P1P2|NUDT5_-_12237818.23-P1P2,-0.445049953,-0.342796625,-0.014130977,-0.026842118,NUDT5,empirical,-0.393923289,-0.020486547,VERDADERO,VERDADERO,FALSO
144,MRPS25_+_15106771.23-P1P2|MRPS25_-_15106759.23-P1P2,-0.37765081,-0.410045724,-0.101080907,-0.087421209,MRPS25,gamma,-0.393848267,-0.094251058,VERDADERO,VERDADERO,FALSO
19825,SNRNP70_-_49588803.23-P1P2|SNRNP70_-_49588721.23-P1P2,-0.467982619,-0.319246965,-0.189820481,-0.178502052,SNRNP70,empirical,-0.393614792,-0.184161267,VERDADERO,VERDADERO,FALSO
18885,SNX15_-_64781624.23-P1|SNX15_+_64781852.23-P1,-0.42152935,-0.364600421,-0.298582792,-0.261633932,SNX15,empirical,-0.393064885,-0.280108362,VERDADERO,VERDADERO,VERDADERO
10238,PCID2_+_113862955.23-P1|PCID2_+_113862975.23-P1,-0.338125134,-0.446738016,0.01224715,0.013480287,PCID2,empirical,-0.392431575,0.012863718,VERDADERO,VERDADERO,FALSO
10294,CDK7_-_68530696.23-P1P2|CDK7_+_68530767.23-P1P2,-0.458351063,-0.326305534,-0.146416371,-0.20243538,CDK7,empirical,-0.392328299,-0.174425875,VERDADERO,VERDADERO,FALSO
20950,SIPA1_-_65405659.23-P1|SIPA1_+_65405645.23-P1,-0.559371837,-0.224996342,-0.019785526,-0.005761515,SIPA1,predicted,-0.392184089,-0.01277352,VERDADERO,VERDADERO,FALSO
20161,NUFIP1_+_45563572.23-P1P2|NUFIP1_+_45563567.23-P1P2,-0.482599638,-0.296801127,-0.168596977,-0.247947196,NUFIP1,empirical,-0.389700382,-0.208272087,VERDADERO,VERDADERO,VERDADERO
16213,SPEM1_-_7323656.23-P1P2|SPEM1_-_7323665.23-P1P2,0.026425872,-0.805020216,0.010242562,0.022856311,SPEM1,predicted,-0.389297172,0.016549437,FALSO,VERDADERO,FALSO
20207,RWDD4_-_184580310.23-P1P2|RWDD4_+_184580347.23-P1P2,-0.380238691,-0.398110319,-0.09857499,-0.028668726,RWDD4,predicted,-0.389174505,-0.063621858,VERDADERO,VERDADERO,FALSO
10063,THOC7_-_63849512.23-P1P2|THOC7_-_63849519.23-P1P2,-0.434544603,-0.34336833,-0.114058099,-0.325192822,THOC7,empirical,-0.388956466,-0.219625461,VERDADERO,VERDADERO,VERDADERO
17541,SPTLC1_+_94877225.23-P1P2|SPTLC1_-_94877454.23-P1P2,-0.409558029,-0.368057676,0.000643781,-0.004969281,SPTLC1,empirical,-0.388807853,-0.00216275,VERDADERO,VERDADERO,FALSO
16831,SACM1L_-_45730905.23-P1P2|SACM1L_-_45730829.23-P1P2,-0.336448637,-0.441115851,-0.046968539,-0.04761227,SACM1L,empirical,-0.388782244,-0.047290405,VERDADERO,VERDADERO,FALSO
246,TAF1A_-_222763187.23-P1P2|TAF1A_-_222763193.23-P1P2,-0.33923341,-0.43715468,-0.081824172,-0.05185977,TAF1A,gamma,-0.388194045,-0.066841971,VERDADERO,VERDADERO,FALSO
20373,MBTPS2_-_21857783.23-P1P2|MBTPS2_-_21857794.23-P1P2,-0.438653039,-0.336912341,-0.043018826,-0.051554787,MBTPS2,empirical,-0.38778269,-0.047286807,VERDADERO,VERDADERO,FALSO
19342,PRPH_+_49688994.23-P1P2|PRPH_+_49688967.23-P1P2,-0.466577939,-0.308951834,-0.205435489,-0.023768882,PRPH,predicted,-0.387764886,-0.114602186,VERDADERO,VERDADERO,FALSO
13184,NOP9_-_24769165.23-P1P2|NOP9_-_24769125.23-P1P2,-0.396257611,-0.378067077,-0.04081086,-0.05583688,NOP9,predicted,-0.387162344,-0.04832387,VERDADERO,VERDADERO,FALSO
18448,RBM17_-_6131053.23-P1P2|RBM17_-_6131049.23-P1P2,-0.319684363,-0.451486034,-0.317078921,-0.211032355,RBM17,empirical,-0.385585198,-0.264055638,VERDADERO,VERDADERO,VERDADERO
10767,NAA35_-_88556178.23-P1P2|NAA35_+_88556248.23-P1P2,-0.430845347,-0.340066958,-0.014170386,-0.007676944,NAA35,predicted,-0.385456153,-0.010923665,VERDADERO,VERDADERO,FALSO
68,GEMIN2_-_39583560.23-P1P2|GEMIN2_-_39583572.23-P1P2,-0.373345805,-0.397524513,-0.057923353,-0.056557077,GEMIN2,gamma,-0.385435159,-0.057240215,VERDADERO,VERDADERO,FALSO
14270,HGSNAT_+_42996023.23-P1P2|HGSNAT_-_42996031.23-P1P2,-0.492966781,-0.277718228,0.002032017,0.004923194,HGSNAT,empirical,-0.385342504,0.003477605,VERDADERO,VERDADERO,FALSO
18766,PID1_+_230135558.23-P1P2|PID1_+_230136073.23-P1P2,-0.437580095,-0.332083293,-0.046991211,-0.107521453,PID1,empirical,-0.384831694,-0.077256332,VERDADERO,VERDADERO,FALSO
1062,N6AMT1_+_30257657.23-P1P2|N6AMT1_-_30257642.23-P1P2,-0.349439802,-0.420117787,-0.11360469,-0.102035544,N6AMT1,empirical,-0.384778794,-0.107820117,VERDADERO,VERDADERO,FALSO
1447,LOC730183_-_30709787.23-NM_001256932|LOC730183_+_30709827.23-NM_001256932,-0.374518976,-0.393844609,0.001649171,-0.016555072,LOC730183,predicted,-0.384181792,-0.007452951,VERDADERO,VERDADERO,FALSO
20184,GPALPP1_+_45563916.23-P1P2|GPALPP1_+_45563698.23-P1P2,-0.330873215,-0.436752593,-0.013300837,-0.062517043,GPALPP1,predicted,-0.383812904,-0.03790894,VERDADERO,VERDADERO,FALSO
15722,XPC_+_14219880.23-P1|XPC_-_14220037.23-P1,-0.420456405,-0.346027098,-0.029559461,-0.012636931,XPC,empirical,-0.383241752,-0.021098196,VERDADERO,VERDADERO,FALSO
13121,MARCKSL1_+_32801809.23-P1P2|MARCKSL1_-_32801784.23-P1P2,-0.380921777,-0.385492755,0.003083728,-0.005131571,MARCKSL1,predicted,-0.383207266,-0.001023922,VERDADERO,VERDADERO,FALSO
6621,TMEM167A_+_82373138.23-P1P2|TMEM167A_+_82373214.23-P1P2,-0.349136516,-0.41644919,-0.013742521,0.010494745,TMEM167A,empirical,-0.382792853,-0.001623888,VERDADERO,VERDADERO,FALSO
0,RBM14_+_66384103.23-P1P2|RBM14_-_66384112.23-P1P2,-0.370030155,-0.395278218,-0.214255768,-0.208171837,RBM14,gamma,-0.382654186,-0.211213803,VERDADERO,VERDADERO,VERDADERO
20604,ACAN_-_89346701.23-P1P2|ACAN_+_89346671.23-P1P2,-0.23378196,-0.5312625,-0.035221534,-0.002117681,ACAN,predicted,-0.38252223,-0.018669608,VERDADERO,VERDADERO,FALSO
19161,KTI12_-_52499454.23-P1P2|KTI12_-_52499429.23-P1P2,-0.369229823,-0.395000451,-0.03974162,-0.066745185,KTI12,empirical,-0.382115137,-0.053243402,VERDADERO,VERDADERO,FALSO
2,RBM4_+_66384103.23-P1|RBM4_-_66384112.23-P1,-0.366528389,-0.397161652,-0.214282804,-0.208162847,RBM4,gamma,-0.38184502,-0.211222825,VERDADERO,VERDADERO,VERDADERO
17781,NGDN_+_23939122.23-P1P2|NGDN_-_23939097.23-P1P2,-0.342749691,-0.420365723,-0.235719776,-0.152604991,NGDN,empirical,-0.381557707,-0.194162384,FALSO,VERDADERO,FALSO
18285,CDC37_-_10506364.23-P1P2|CDC37_+_10506514.23-P1P2,-0.441476105,-0.321048298,0.037672767,0.016906226,CDC37,empirical,-0.381262202,0.027289496,VERDADERO,VERDADERO,FALSO
21067,TMEM261_+_7799729.23-P1P2|TMEM261_-_7799760.23-P1P2,-0.366275633,-0.396174419,-0.142715801,-0.164720579,TMEM261,empirical,-0.381225026,-0.15371819,VERDADERO,VERDADERO,FALSO
5558,EEF1G_-_62341383.23-P1P2|EEF1G_+_62341280.23-P1P2,-0.42238204,-0.339806659,-0.110093729,-0.077625396,EEF1G,empirical,-0.38109435,-0.093859562,VERDADERO,VERDADERO,FALSO
1,RBM14-RBM4_+_66384103.23-P1|RBM14-RBM4_-_66384112.23-P1,-0.366193444,-0.394749616,-0.215701657,-0.21060752,RBM14-RBM4,gamma,-0.38047153,-0.213154589,VERDADERO,VERDADERO,VERDADERO
12367,COQ9_-_57481845.23-P1P2|COQ9_-_57481608.23-P1P2,-0.385892632,-0.374808637,-0.010694634,0.00094179,COQ9,empirical,-0.380350634,-0.004876422,VERDADERO,VERDADERO,FALSO
135,SAE1_-_47634169.23-P1P2|SAE1_-_47634161.23-P1P2,-0.341717191,-0.418801899,-0.222694331,-0.26494531,SAE1,gamma,-0.380259545,-0.24381982,VERDADERO,VERDADERO,VERDADERO
19786,PGAM5_-_133287684.23-P1P2|PGAM5_-_133287534.23-P1P2,-0.255589647,-0.504614697,-0.086322186,-0.122121509,PGAM5,empirical,-0.380102172,-0.104221847,VERDADERO,VERDADERO,FALSO
12430,SNRNP25_-_103898.23-P1P2|SNRNP25_-_103870.23-P1P2,-0.302369254,-0.455306521,-0.301662859,-0.282315255,SNRNP25,empirical,-0.378837888,-0.291989057,VERDADERO,VERDADERO,VERDADERO
281,EXOSC6_-_70285645.23-P1P2|EXOSC6_+_70285829.23-P1P2,-0.340704063,-0.41600747,-0.218362323,-0.23215203,EXOSC6,gamma,-0.378355767,-0.225257177,VERDADERO,VERDADERO,VERDADERO
364,PPIE_+_40204766.23-P1P2|PPIE_-_40204654.23-P1P2,-0.342095302,-0.412921385,-0.214175981,-0.210243528,PPIE,gamma,-0.377508343,-0.212209754,VERDADERO,VERDADERO,VERDADERO
7707,CRCP_-_65580068.23-P1P2|CRCP_-_65579879.23-P1P2,-0.320124252,-0.434842,-0.053560431,-0.05187071,CRCP,empirical,-0.377483126,-0.052715571,VERDADERO,VERDADERO,FALSO
13593,GPX4_+_1104065.23-P1P2|GPX4_+_1104037.23-P1P2,-0.345109955,-0.409635079,-0.107836108,-0.118079999,GPX4,empirical,-0.377372517,-0.112958053,VERDADERO,VERDADERO,FALSO
19945,MYO19_+_34890494.23-P1P2|MYO19_-_34890679.23-P1P2,-0.420456405,-0.334230463,-0.110517434,-0.115042127,MYO19,empirical,-0.377343434,-0.11277978,VERDADERO,VERDADERO,FALSO
11745,MAD2L1_+_120987540.23-P1P2|MAD2L1_+_120987924.23-P1P2,-0.357540717,-0.396935002,-0.341851474,-0.434605504,MAD2L1,empirical,-0.377237859,-0.388228489,VERDADERO,VERDADERO,VERDADERO
19527,TRIM24_-_138145308.23-P1P2|TRIM24_-_138145240.23-P1P2,-0.390682713,-0.363560144,-0.017971878,-0.059511357,TRIM24,empirical,-0.377121428,-0.038741617,VERDADERO,VERDADERO,FALSO
7337,FAM118B_+_126081483.23-P1P2|FAM118B_-_126081590.23-P1P2,-0.367549072,-0.385415443,-0.094561454,-0.068817138,FAM118B,empirical,-0.376482258,-0.081689296,VERDADERO,VERDADERO,FALSO
16272,SSU72_-_1509959.23-P1P2|SSU72_+_1509976.23-P1P2,-0.447695331,-0.304045851,-0.029698291,-0.029981567,SSU72,empirical,-0.375870591,-0.029839929,VERDADERO,VERDADERO,FALSO
1452,DDX31_+_135545808.23-P1P2|DDX31_+_135545317.23-P1P2,-0.392094212,-0.359363925,-0.002121241,0.00214816,DDX31,empirical,-0.375729068,1.34597E-05,VERDADERO,VERDADERO,FALSO
16010,TAF8_-_42018330.23-P1P2|TAF8_+_42018316.23-P1P2,-0.404367477,-0.346801212,-0.094689283,-0.115835942,TAF8,empirical,-0.375584344,-0.105262612,VERDADERO,VERDADERO,FALSO
19886,RECQL5_+_73663187.23-P1P2|RECQL5_-_73663242.23-P1P2,-0.469373858,-0.28054458,-0.087097756,-0.03344429,RECQL5,predicted,-0.374959219,-0.060271023,VERDADERO,VERDADERO,FALSO
1059,PPA1_+_71993075.23-P1P2|PPA1_-_71993135.23-P1P2,-0.346711033,-0.403123829,-0.043646796,-0.075707396,PPA1,empirical,-0.374917431,-0.059677096,VERDADERO,VERDADERO,FALSO
15858,KIAA0586_-_58894496.23-P1P2|KIAA0586_-_58894548.23-P1P2,-0.380154581,-0.369588144,-0.041693749,-0.030387265,KIAA0586,predicted,-0.374871362,-0.036040507,VERDADERO,VERDADERO,FALSO
46,TRMT5_+_61447749.23-P1P2|TRMT5_+_61447755.23-P1P2,-0.374895061,-0.374649336,-0.10270826,-0.109671541,TRMT5,gamma,-0.374772198,-0.106189901,VERDADERO,VERDADERO,FALSO
6008,VEZT_+_95611566.23-P1P2|VEZT_-_95611616.23-P1P2,-0.270378704,-0.478799707,0.131516743,-0.076144308,VEZT,predicted,-0.374589205,0.027686218,VERDADERO,VERDADERO,FALSO
15023,CARD11_+_3083354.23-P1P2|CARD11_-_3083491.23-P1P2,-0.418012931,-0.330945869,-0.006006891,-0.004442039,CARD11,predicted,-0.3744794,-0.005224465,FALSO,VERDADERO,FALSO
35,METTL16_+_2415104.23-P1P2|METTL16_+_2415051.23-P1P2,-0.370969675,-0.377942784,-0.059138779,-0.039456742,METTL16,gamma,-0.37445623,-0.04929776,VERDADERO,VERDADERO,FALSO
19258,POLA2_-_65029495.23-P1P2|POLA2_+_65029889.23-P1P2,-0.377984641,-0.37069123,-0.26393588,-0.192397944,POLA2,empirical,-0.374337935,-0.228166912,VERDADERO,VERDADERO,VERDADERO
16840,ELMO2_-_45035202.23-P1P2|ELMO2_+_45035216.23-P1P2,-0.428177688,-0.318702208,-0.023501427,-0.006393171,ELMO2,empirical,-0.373439948,-0.014947299,VERDADERO,VERDADERO,FALSO
6072,LLGL1_-_18128956.23-P1P2|LLGL1_-_18129172.23-P1P2,-0.338269204,-0.408421947,0.010741161,0.035139637,LLGL1,empirical,-0.373345575,0.022940399,VERDADERO,VERDADERO,FALSO
7234,DUSP12_-_161719619.23-P1P2|DUSP12_+_161719571.23-P1P2,-0.35362563,-0.392292979,-0.084250121,-0.104327174,DUSP12,empirical,-0.372959304,-0.094288648,VERDADERO,VERDADERO,FALSO
15282,GRSF1_-_71705121.23-P1P2|GRSF1_-_71705573.23-P1P2,-0.258740356,-0.486702078,-0.09738981,-0.087772864,GRSF1,empirical,-0.372721217,-0.092581337,VERDADERO,VERDADERO,FALSO
14060,POLDIP2_+_26684488.23-P1P2|POLDIP2_+_26684195.23-P1P2,-0.405138743,-0.339487884,0.013777202,-0.024196905,POLDIP2,predicted,-0.372313313,-0.005209852,VERDADERO,VERDADERO,FALSO
11384,NHP2_-_177580863.23-P1P2|NHP2_-_177580877.23-P1P2,-0.426261955,-0.317716498,-0.084323112,-0.05719953,NHP2,empirical,-0.371989227,-0.070761321,VERDADERO,VERDADERO,FALSO
12210,MLF1IP_+_185655227.23-P1P2|MLF1IP_+_185655168.23-P1P2,-0.360340796,-0.383156274,-0.004307734,-0.009810896,MLF1IP,predicted,-0.371748535,-0.007059315,VERDADERO,VERDADERO,FALSO
59,MRPS17_-_56019620.23-P1P2|MRPS17_-_56019638.23-P1P2,-0.373703509,-0.369745219,-0.099124197,-0.13731132,MRPS17,gamma,-0.371724364,-0.118217758,VERDADERO,VERDADERO,FALSO
9506,EPHB4_+_100424702.23-P1P2|EPHB4_-_100425081.23-P1P2,-0.362414358,-0.380663067,0.0239518,-0.032215959,EPHB4,empirical,-0.371538712,-0.00413208,VERDADERO,VERDADERO,FALSO
5190,YEATS4_-_69753803.23-P1P2|YEATS4_+_69753819.23-P1P2,-0.385499087,-0.357521155,-0.042846306,-0.046329461,YEATS4,empirical,-0.371510121,-0.044587884,VERDADERO,VERDADERO,FALSO
19187,PFDN5_-_53689354.23-P1P2|PFDN5_+_53689579.23-P1P2,-0.344020937,-0.398494441,-0.04295919,-0.080591959,PFDN5,empirical,-0.371257689,-0.061775574,VERDADERO,VERDADERO,FALSO
10740,ALAS1_+_52232365.23-P1P2|ALAS1_-_52232194.23-P1P2,-0.376273699,-0.366147084,-0.020821105,0.007407591,ALAS1,empirical,-0.371210391,-0.006706757,VERDADERO,VERDADERO,FALSO
8452,TSFM_+_58176556.23-P1P2|TSFM_-_58176641.23-P1P2,-0.409992659,-0.332344523,-0.038401598,-0.045345867,TSFM,empirical,-0.371168591,-0.041873733,FALSO,VERDADERO,FALSO
11285,DPAGT1_+_118972531.23-P1P2|DPAGT1_-_118972536.23-P1P2,-0.456453876,-0.285686356,0.028226671,0.003034583,DPAGT1,empirical,-0.371070116,0.015630627,VERDADERO,VERDADERO,FALSO
20183,RCCD1_-_91500418.23-P2|RCCD1_-_91499995.23-P2,-0.412146525,-0.329275471,-0.072618543,-0.07236372,RCCD1,empirical,-0.370710998,-0.072491132,VERDADERO,VERDADERO,FALSO
10692,NOLC1_+_103912187.23-P1P2|NOLC1_-_103912173.23-P1P2,-0.33763645,-0.401906851,-0.119636112,-0.084153143,NOLC1,empirical,-0.36977165,-0.101894627,VERDADERO,VERDADERO,FALSO
19792,HSPA4_+_132388103.23-P1P2|HSPA4_-_132388195.23-P1P2,-0.594032824,-0.145145819,-0.0643717,-0.056931031,HSPA4,empirical,-0.369589322,-0.060651365,VERDADERO,VERDADERO,FALSO
18370,DTYMK_+_242626160.23-P1P2|DTYMK_+_242626191.23-P1P2,-0.37019072,-0.368689031,-0.01340487,-0.010734908,DTYMK,empirical,-0.369439876,-0.012069889,VERDADERO,VERDADERO,FALSO
16657,C6orf106_+_34664012.23-P1P2|C6orf106_+_34664462.23-P1P2,-0.340704063,-0.398110319,-0.01812993,0.008051803,C6orf106,empirical,-0.369407191,-0.005039064,VERDADERO,VERDADERO,FALSO
17481,TRMT112_+_64085002.23-P1P2|TRMT112_-_64084926.23-P1P2,-0.414689738,-0.323616063,-0.283560493,-0.242261486,TRMT112,empirical,-0.369152901,-0.262910989,VERDADERO,VERDADERO,VERDADERO
19514,PAQR9_+_142682432.23-P1P2|PAQR9_-_142682373.23-P1P2,-0.376680746,-0.360878266,-0.002093347,0.010501895,PAQR9,predicted,-0.368779506,0.004204274,VERDADERO,VERDADERO,FALSO
18592,PIP4K2C_+_57985384.23-P1P2|PIP4K2C_-_57985075.23-P1P2,-0.346190877,-0.391311034,0.009362962,-0.00743949,PIP4K2C,empirical,-0.368750956,0.000961736,VERDADERO,VERDADERO,FALSO
1384,BMS1_-_43278259.23-P1P2|BMS1_-_43278283.23-P1P2,-0.417545996,-0.319717961,-0.28774273,-0.287427272,BMS1,gamma,-0.368631978,-0.287585001,VERDADERO,VERDADERO,VERDADERO
152,KRR1_+_75905342.23-P1P2|KRR1_+_75905291.23-P1P2,-0.340330806,-0.396879416,-0.240507967,-0.249039771,KRR1,gamma,-0.368605111,-0.244773869,VERDADERO,VERDADERO,VERDADERO
151,ORC5_-_103848433.23-P1P2|ORC5_+_103848420.23-P1P2,-0.346190877,-0.39099164,-0.060270136,-0.053179483,ORC5,gamma,-0.368591258,-0.056724809,FALSO,VERDADERO,FALSO
130,XRCC5_-_216974154.23-P1P2|XRCC5_+_216974143.23-P1P2,-0.342210639,-0.393396981,-0.162263978,-0.180824931,XRCC5,gamma,-0.36780381,-0.171544454,VERDADERO,VERDADERO,FALSO
19114,QRSL1_+_107077514.23-P1P2|QRSL1_+_107077661.23-P1P2,-0.404539223,-0.330945869,-0.005526226,-0.06774648,QRSL1,empirical,-0.367742546,-0.036636353,FALSO,VERDADERO,FALSO
7627,SPATA5L1_+_45694633.23-P1P2|SPATA5L1_-_45695029.23-P1P2,-0.392601659,-0.342211711,-0.05900732,-0.077888542,SPATA5L1,empirical,-0.367406685,-0.068447931,VERDADERO,VERDADERO,FALSO
14424,RPP38_+_15139555.23-P1P2|RPP38_+_15139358.23-P1P2,-0.343684206,-0.390883044,-0.28367696,-0.223374832,RPP38,empirical,-0.367283625,-0.253525896,VERDADERO,VERDADERO,VERDADERO
14262,PWP1_+_108079592.23-P1P2|PWP1_+_108079624.23-P1P2,-0.429188744,-0.30338171,-0.142310798,-0.060629375,PWP1,empirical,-0.366285227,-0.101470087,VERDADERO,VERDADERO,FALSO
8904,WDHD1_-_55493772.23-P1P2|WDHD1_-_55493748.23-P1P2,-0.373145415,-0.359196887,-0.071365896,-0.093625934,WDHD1,empirical,-0.366171151,-0.082495915,VERDADERO,VERDADERO,FALSO
51,INCENP_+_61891506.23-P1P2|INCENP_+_61891519.23-P1P2,-0.394202512,-0.337737052,-0.385164262,-0.40061677,INCENP,gamma,-0.365969782,-0.392890516,VERDADERO,VERDADERO,VERDADERO
136,NUDC_-_27248261.23-P1P2|NUDC_-_27248296.23-P1P2,-0.337212287,-0.394603123,-0.20135398,-0.171945126,NUDC,gamma,-0.365907705,-0.186649553,VERDADERO,VERDADERO,FALSO
16685,ATP5A1_-_43678159.23-P1|ATP5A1_+_43678210.23-P1,-0.469373858,-0.262250952,-0.119954607,-0.111828128,ATP5A1,empirical,-0.365812405,-0.115891368,VERDADERO,VERDADERO,FALSO
